code,lat,lon,elv,x,y,z,r,S_P_Error,probabilityOfOccurrence,siteNoiseLevel,eid,Dist,Azim,TTP,TTS
ZNJK, 36.6700, 48.6850,  0.0020,173.0100,-173.5920,  0.0020,245.0550,1.0,1.0,"[0.0, 0.0]",4,  2.3945,138.5109,nan, 72.2620
ZRD, 40.2790, 47.6840,  0.0000, 79.4570,225.6940,  0.0000,239.2440,1.0,1.0,"[0.0, 0.0]",4,  1.9470, 22.4228,nan, 60.9653
ASTR, 38.5600, 48.7910,  0.0000,177.8930, 36.3800,  0.0000,181.5620,1.0,1.0,"[0.0, 0.0]",5,  1.6658, 84.0776, 30.3233,nan
BRDA, 40.2630, 47.1790,  0.0000, 36.5040,223.5930,  0.0000,226.5300,1.0,1.0,"[0.0, 0.0]",5,  1.8949, 11.6583, 33.9957,nan
BST, 37.7010, 46.8890,  0.0020, 12.2580,-60.9280,  0.0020, 62.1490,1.0,1.0,"[0.0, 0.0]",5,  0.7247,166.6998, 14.0377,nan
GANJ, 40.6460, 46.3220,  0.0010,-36.2180,266.1380,  0.0010,268.5520,1.0,1.0,"[0.0, 0.0]",5,  2.2545,353.0740, 38.9092,nan
GLBA, 39.2420, 48.3930,  0.0000,141.8500,111.3980,  0.0000,180.3520,1.0,1.0,"[0.0, 0.0]",5,  1.5783, 57.5515, 29.0861,nan
GNI, 40.1500, 44.7410,  0.0020,-171.1920,212.7970,  0.0020,273.0690,1.0,1.0,"[0.0, 0.0]",5,  2.3020,319.7777, 39.7787,nan
HRS, 38.3180, 47.0420,  0.0020, 25.5360,  7.5880,  0.0020, 26.6400,1.0,1.0,"[0.0, 0.0]",5,  0.2991,107.1838,  6.4510,nan
LKRN, 38.7100, 48.7790,  0.0000,176.4800, 53.0070,  0.0000,184.2560,1.0,1.0,"[0.0, 0.0]",5,  1.6752, 78.9342, 30.5491,nan
LRK, 38.6430, 48.3400,  0.0020,138.4260, 44.8190,  0.0020,145.5010,1.0,1.0,"[0.0, 0.0]",5,  1.3250, 79.2313, 24.5810,nan
MRD, 38.7130, 45.7020,  0.0020,-91.1510, 51.9150,  0.0020,104.8980,1.0,1.0,"[0.0, 0.0]",5,  0.8253,292.0508, 15.9872,nan
NAX, 39.1740, 45.4950,  0.0010,-108.4560,103.3180,  0.0010,149.7910,1.0,1.0,"[0.0, 0.0]",5,  1.2020,309.9850, 22.7019,nan
ORD, 38.9280, 45.9940,  0.0010,-65.5580, 75.5340,  0.0010,100.0140,1.0,1.0,"[0.0, 0.0]",5,  0.7477,314.3453, 14.7117,nan
SAAT, 39.8610, 48.4230,  0.0000,143.1790,180.1770,  0.0000,230.1140,1.0,1.0,"[0.0, 0.0]",5,  1.9883, 42.5027, 35.5214,nan
SBZ, 39.3970, 45.5530,  0.0010,-103.1190,128.0110,  0.0010,164.3790,1.0,1.0,"[0.0, 0.0]",5,  1.3235,318.7235, 24.8049,nan
SHB, 38.2830, 45.6190,  0.0020,-98.9550,  4.2680,  0.0020, 99.0470,1.0,1.0,"[0.0, 0.0]",5,  0.8433,261.8801, 16.1538,nan
SRB, 37.8250, 47.6630,  0.0020, 80.3820,-46.7790,  0.0020, 93.0030,1.0,1.0,"[0.0, 0.0]",5,  0.9703,126.5157, 18.7937,nan
TBZ, 38.2350, 46.1500,  0.0020,-52.5310, -1.4950,  0.0020, 52.5520,1.0,1.0,"[0.0, 0.0]",5,  0.4505,247.7373,  9.0224,nan
BST, 37.7010, 46.8890,  0.0020, 12.2580,-60.9280,  0.0020, 62.1490,1.0,1.0,"[0.0, 0.0]",5,  0.7247,166.6998,nan, 24.5660
FTB, 38.0170, 46.3940,  0.0020,-31.2610,-25.8030,  0.0020, 40.5350,1.0,1.0,"[0.0, 0.0]",5,  0.4498,210.0549,nan, 15.7437
GLBA, 39.2420, 48.3930,  0.0000,141.8500,111.3980,  0.0000,180.3520,1.0,1.0,"[0.0, 0.0]",5,  1.5783, 57.5515,nan, 50.9006
GNI, 40.1500, 44.7410,  0.0020,-171.1920,212.7970,  0.0020,273.0690,1.0,1.0,"[0.0, 0.0]",5,  2.3020,319.7777,nan, 69.3114
HRS, 38.3180, 47.0420,  0.0020, 25.5360,  7.5880,  0.0020, 26.6400,1.0,1.0,"[0.0, 0.0]",5,  0.2991,107.1838,nan, 11.2892
LKRN, 38.7100, 48.7790,  0.0000,176.4800, 53.0070,  0.0000,184.2560,1.0,1.0,"[0.0, 0.0]",5,  1.6752, 78.9342,nan, 53.4598
LRK, 38.6430, 48.3400,  0.0020,138.4260, 44.8190,  0.0020,145.5010,1.0,1.0,"[0.0, 0.0]",5,  1.3250, 79.2313,nan, 43.0167
MRD, 38.7130, 45.7020,  0.0020,-91.1510, 51.9150,  0.0020,104.8980,1.0,1.0,"[0.0, 0.0]",5,  0.8253,292.0508,nan, 27.9776
NAX, 39.1740, 45.4950,  0.0010,-108.4560,103.3180,  0.0010,149.7910,1.0,1.0,"[0.0, 0.0]",5,  1.2020,309.9850,nan, 39.7284
ORD, 38.9280, 45.9940,  0.0010,-65.5580, 75.5340,  0.0010,100.0140,1.0,1.0,"[0.0, 0.0]",5,  0.7477,314.3453,nan, 25.7455
SAAT, 39.8610, 48.4230,  0.0000,143.1790,180.1770,  0.0000,230.1140,1.0,1.0,"[0.0, 0.0]",5,  1.9883, 42.5027,nan, 61.9518
TABZ, 38.0570, 46.3270,  0.0010,-37.1240,-21.3380,  0.0010, 42.8200,1.0,1.0,"[0.0, 0.0]",5,  0.4464,218.5335,nan, 15.6294
TAHR, 38.4900, 47.0510,  0.0010, 26.2610, 26.6840,  0.0010, 37.4390,1.0,1.0,"[0.0, 0.0]",5,  0.3039, 74.0447,nan, 11.2959
TVRZ, 38.5040, 46.6680,  0.0020, -7.1530, 28.1980,  0.0020, 29.0910,1.0,1.0,"[0.0, 0.0]",5,  0.0973,354.9078,nan,  5.7174
ASTR, 38.5600, 48.7910,  0.0000,177.8930, 36.3800,  0.0000,181.5620,1.0,1.0,"[0.0, 0.0]",6,  1.6460, 86.8775, 29.1111,nan
AZR, 37.6780, 45.9840,  0.0020,-67.5740,-63.2120,  0.0020, 92.5310,1.0,1.0,"[0.0, 0.0]",6,  0.9863,214.9775, 18.5938,nan
BRDA, 40.2630, 47.1790,  0.0000, 36.5040,223.5930,  0.0000,226.5300,1.0,1.0,"[0.0, 0.0]",6,  1.8120, 11.7789, 31.2403,nan
BST, 37.7010, 46.8890,  0.0020, 12.2580,-60.9280,  0.0020, 62.1490,1.0,1.0,"[0.0, 0.0]",6,  0.8020,168.9858, 15.4926,nan
FTB, 38.0170, 46.3940,  0.0020,-31.2610,-25.8030,  0.0020, 40.5350,1.0,1.0,"[0.0, 0.0]",6,  0.5283,206.8663, 10.9260,nan
GANJ, 40.6460, 46.3220,  0.0010,-36.2180,266.1380,  0.0010,268.5520,1.0,1.0,"[0.0, 0.0]",6,  2.1749,352.4755, 36.2421,nan
GNI, 40.1500, 44.7410,  0.0020,-171.1920,212.7970,  0.0020,273.0690,1.0,1.0,"[0.0, 0.0]",6,  2.2489,318.1812, 37.5378,nan
GRMI, 38.8080, 47.8940,  0.0010, 99.3700, 62.5600,  0.0010,117.4230,1.0,1.0,"[0.0, 0.0]",6,  0.9914, 70.8716, 18.2996,nan
HRS, 38.3180, 47.0420,  0.0020, 25.5360,  7.5880,  0.0020, 26.6400,1.0,1.0,"[0.0, 0.0]",6,  0.3213,122.0237,  7.5898,nan
HSH, 37.3050, 47.2640,  0.0020, 45.5720,-104.7650,  0.0020,114.2470,1.0,1.0,"[0.0, 0.0]",6,  1.2656,159.0107, 23.3781,nan
MRD, 38.7130, 45.7020,  0.0020,-91.1510, 51.9150,  0.0020,104.8980,1.0,1.0,"[0.0, 0.0]",6,  0.8109,286.3323, 15.6646,nan
SBZ, 39.3970, 45.5530,  0.0010,-103.1190,128.0110,  0.0010,164.3790,1.0,1.0,"[0.0, 0.0]",6,  1.2723,315.8475, 23.3043,nan
SHB, 38.2830, 45.6190,  0.0020,-98.9550,  4.2680,  0.0020, 99.0470,1.0,1.0,"[0.0, 0.0]",6,  0.8717,256.6760, 16.5311,nan
SRB, 37.8250, 47.6630,  0.0020, 80.3820,-46.7790,  0.0020, 93.0030,1.0,1.0,"[0.0, 0.0]",6,  1.0111,130.7117, 18.8722,nan
TBZ, 38.2350, 46.1500,  0.0020,-52.5310, -1.4950,  0.0020, 52.5520,1.0,1.0,"[0.0, 0.0]",6,  0.4989,239.5933, 10.4070,nan
TVRZ, 38.5040, 46.6680,  0.0020, -7.1530, 28.1980,  0.0020, 29.0910,1.0,1.0,"[0.0, 0.0]",6,  0.0266,304.2901,  4.7091,nan
VANB, 38.5950, 43.3890,  0.0010,-292.7930, 43.6350,  0.0010,295.9740,1.0,1.0,"[0.0, 0.0]",6,  2.5973,273.3669, 42.4719,nan
ZNJK, 36.6700, 48.6850,  0.0020,173.0100,-173.5920,  0.0020,245.0550,1.0,1.0,"[0.0, 0.0]",6,  2.4091,138.3582, 39.9312,nan
ZRD, 40.2790, 47.6840,  0.0000, 79.4570,225.6940,  0.0000,239.2440,1.0,1.0,"[0.0, 0.0]",6,  1.9460, 22.8747, 33.1300,nan
BST, 37.7010, 46.8890,  0.0020, 12.2580,-60.9280,  0.0020, 62.1490,1.0,1.0,"[0.0, 0.0]",6,  0.8020,168.9858,nan, 27.1120
FTB, 38.0170, 46.3940,  0.0020,-31.2610,-25.8030,  0.0020, 40.5350,1.0,1.0,"[0.0, 0.0]",6,  0.5283,206.8663,nan, 19.1206
GRMI, 38.8080, 47.8940,  0.0010, 99.3700, 62.5600,  0.0010,117.4230,1.0,1.0,"[0.0, 0.0]",6,  0.9914, 70.8716,nan, 32.0244
HRS, 38.3180, 47.0420,  0.0020, 25.5360,  7.5880,  0.0020, 26.6400,1.0,1.0,"[0.0, 0.0]",6,  0.3213,122.0237,nan, 13.2822
HSH, 37.3050, 47.2640,  0.0020, 45.5720,-104.7650,  0.0020,114.2470,1.0,1.0,"[0.0, 0.0]",6,  1.2656,159.0107,nan, 40.9117
SAAT, 39.8610, 48.4230,  0.0000,143.1790,180.1770,  0.0000,230.1140,1.0,1.0,"[0.0, 0.0]",6,  1.9194, 43.8715,nan, 57.2445
SBZ, 39.3970, 45.5530,  0.0010,-103.1190,128.0110,  0.0010,164.3790,1.0,1.0,"[0.0, 0.0]",6,  1.2723,315.8475,nan, 40.7825
SHB, 38.2830, 45.6190,  0.0020,-98.9550,  4.2680,  0.0020, 99.0470,1.0,1.0,"[0.0, 0.0]",6,  0.8717,256.6760,nan, 28.9295
TABZ, 38.0570, 46.3270,  0.0010,-37.1240,-21.3380,  0.0010, 42.8200,1.0,1.0,"[0.0, 0.0]",6,  0.5204,214.0694,nan, 18.9033
TAHR, 38.4900, 47.0510,  0.0010, 26.2610, 26.6840,  0.0010, 37.4390,1.0,1.0,"[0.0, 0.0]",6,  0.2788, 89.6842,nan, 11.8997
TBZ, 38.2350, 46.1500,  0.0020,-52.5310, -1.4950,  0.0020, 52.5520,1.0,1.0,"[0.0, 0.0]",6,  0.4989,239.5933,nan, 18.2123
TVRZ, 38.5040, 46.6680,  0.0020, -7.1530, 28.1980,  0.0020, 29.0910,1.0,1.0,"[0.0, 0.0]",6,  0.0266,304.2901,nan,  8.2410
ZNJK, 36.6700, 48.6850,  0.0020,173.0100,-173.5920,  0.0020,245.0550,1.0,1.0,"[0.0, 0.0]",6,  2.4091,138.3582,nan, 69.5003
ZRD, 40.2790, 47.6840,  0.0000, 79.4570,225.6940,  0.0000,239.2440,1.0,1.0,"[0.0, 0.0]",6,  1.9460, 22.8747,nan, 57.7429
BST, 37.7010, 46.8890,  0.0020, 12.2580,-60.9280,  0.0020, 62.1490,1.0,1.0,"[0.0, 0.0]",7,  0.7576,167.3493, 14.2708,nan
GNI, 40.1500, 44.7410,  0.0020,-171.1920,212.7970,  0.0020,273.0690,1.0,1.0,"[0.0, 0.0]",7,  2.2766,319.2114, 39.5690,nan
GRMI, 38.8080, 47.8940,  0.0010, 99.3700, 62.5600,  0.0010,117.4230,1.0,1.0,"[0.0, 0.0]",7,  1.0198, 68.5469, 19.4106,nan
HRS, 38.3180, 47.0420,  0.0020, 25.5360,  7.5880,  0.0020, 26.6400,1.0,1.0,"[0.0, 0.0]",7,  0.3101,113.2350,  6.2534,nan
MAKU, 39.3550, 44.6830,  0.0020,-178.1460,124.6630,  0.0020,217.4120,1.0,1.0,"[0.0, 0.0]",7,  1.8071,300.9815, 32.9614,nan
MRD, 38.7130, 45.7020,  0.0020,-91.1510, 51.9150,  0.0020,104.8980,1.0,1.0,"[0.0, 0.0]",7,  0.8139,289.8135, 15.6040,nan
SHB, 38.2830, 45.6190,  0.0020,-98.9550,  4.2680,  0.0020, 99.0470,1.0,1.0,"[0.0, 0.0]",7,  0.8495,259.6194, 16.1118,nan
SRB, 37.8250, 47.6630,  0.0020, 80.3820,-46.7790,  0.0020, 93.0030,1.0,1.0,"[0.0, 0.0]",7,  0.9903,128.1232, 18.5887,nan
TBZ, 38.2350, 46.1500,  0.0020,-52.5310, -1.4950,  0.0020, 52.5520,1.0,1.0,"[0.0, 0.0]",7,  0.4651,243.8988,  9.0095,nan
ZNJK, 36.6700, 48.6850,  0.0020,173.0100,-173.5920,  0.0020,245.0550,1.0,1.0,"[0.0, 0.0]",7,  2.3820,137.3561, 40.8530,nan
AZR, 37.6780, 45.9840,  0.0020,-67.5740,-63.2120,  0.0020, 92.5310,1.0,1.0,"[0.0, 0.0]",7,  0.9400,216.0154,nan, 30.9188
BRDA, 40.2630, 47.1790,  0.0000, 36.5040,223.5930,  0.0000,226.5300,1.0,1.0,"[0.0, 0.0]",7,  1.8615, 11.8464,nan, 58.9790
BST, 37.7010, 46.8890,  0.0020, 12.2580,-60.9280,  0.0020, 62.1490,1.0,1.0,"[0.0, 0.0]",7,  0.7576,167.3493,nan, 24.9739
FTB, 38.0170, 46.3940,  0.0020,-31.2610,-25.8030,  0.0020, 40.5350,1.0,1.0,"[0.0, 0.0]",7,  0.4799,208.1049,nan, 16.1876
HRS, 38.3180, 47.0420,  0.0020, 25.5360,  7.5880,  0.0020, 26.6400,1.0,1.0,"[0.0, 0.0]",7,  0.3101,113.2350,nan, 10.9434
HSH, 37.3050, 47.2640,  0.0020, 45.5720,-104.7650,  0.0020,114.2470,1.0,1.0,"[0.0, 0.0]",7,  1.2257,157.6489,nan, 39.8975
MRD, 38.7130, 45.7020,  0.0020,-91.1510, 51.9150,  0.0020,104.8980,1.0,1.0,"[0.0, 0.0]",7,  0.8139,289.8135,nan, 27.3071
NAX, 39.1740, 45.4950,  0.0010,-108.4560,103.3180,  0.0010,149.7910,1.0,1.0,"[0.0, 0.0]",7,  1.1811,308.6984,nan, 39.1084
ORD, 38.9280, 45.9940,  0.0010,-65.5580, 75.5340,  0.0010,100.0140,1.0,1.0,"[0.0, 0.0]",7,  0.7249,312.3819,nan, 24.6395
SHB, 38.2830, 45.6190,  0.0020,-98.9550,  4.2680,  0.0020, 99.0470,1.0,1.0,"[0.0, 0.0]",7,  0.8495,259.6194,nan, 28.1957
TABZ, 38.0570, 46.3270,  0.0010,-37.1240,-21.3380,  0.0010, 42.8200,1.0,1.0,"[0.0, 0.0]",7,  0.4739,216.0489,nan, 16.0032
TAHR, 38.4900, 47.0510,  0.0010, 26.2610, 26.6840,  0.0010, 37.4390,1.0,1.0,"[0.0, 0.0]",7,  0.2955, 80.3487,nan, 10.6350
TBZ, 38.2350, 46.1500,  0.0020,-52.5310, -1.4950,  0.0020, 52.5520,1.0,1.0,"[0.0, 0.0]",7,  0.4651,243.8988,nan, 15.7667
TVRZ, 38.5040, 46.6680,  0.0020, -7.1530, 28.1980,  0.0020, 29.0910,1.0,1.0,"[0.0, 0.0]",7,  0.0637,351.4875,nan,  4.7681
AZR, 37.6780, 45.9840,  0.0020,-67.5740,-63.2120,  0.0020, 92.5310,1.0,1.0,"[0.0, 0.0]",8,  0.9725,218.4208, 18.0020,nan
BRDA, 40.2630, 47.1790,  0.0000, 36.5040,223.5930,  0.0000,226.5300,1.0,1.0,"[0.0, 0.0]",8,  1.8497, 10.3515, 34.0015,nan
BST, 37.7010, 46.8890,  0.0020, 12.2580,-60.9280,  0.0020, 62.1490,1.0,1.0,"[0.0, 0.0]",8,  0.7501,171.2334, 13.8925,nan
FTB, 38.0170, 46.3940,  0.0020,-31.2610,-25.8030,  0.0020, 40.5350,1.0,1.0,"[0.0, 0.0]",8,  0.5077,213.1297,  9.5116,nan
GANJ, 40.6460, 46.3220,  0.0010,-36.2180,266.1380,  0.0010,268.5520,1.0,1.0,"[0.0, 0.0]",8,  2.2258,351.6786, 39.3464,nan
GRMI, 38.8080, 47.8940,  0.0010, 99.3700, 62.5600,  0.0010,117.4230,1.0,1.0,"[0.0, 0.0]",8,  0.9717, 67.5965, 18.3315,nan
HRS, 38.3180, 47.0420,  0.0020, 25.5360,  7.5880,  0.0020, 26.6400,1.0,1.0,"[0.0, 0.0]",8,  0.2649,118.0403,  5.1682,nan
LKRN, 38.7100, 48.7790,  0.0000,176.4800, 53.0070,  0.0000,184.2560,1.0,1.0,"[0.0, 0.0]",8,  1.6176, 79.8735, 30.0835,nan
LRK, 38.6430, 48.3400,  0.0020,138.4260, 44.8190,  0.0020,145.5010,1.0,1.0,"[0.0, 0.0]",8,  1.2675, 80.4323, 23.7090,nan
MAKU, 39.3550, 44.6830,  0.0020,-178.1460,124.6630,  0.0020,217.4120,1.0,1.0,"[0.0, 0.0]",8,  1.8501,300.1544, 34.0568,nan
MRD, 38.7130, 45.7020,  0.0020,-91.1510, 51.9150,  0.0020,104.8980,1.0,1.0,"[0.0, 0.0]",8,  0.8615,288.5761, 16.2481,nan
ORD, 38.9280, 45.9940,  0.0010,-65.5580, 75.5340,  0.0010,100.0140,1.0,1.0,"[0.0, 0.0]",8,  0.7621,309.7210, 14.5006,nan
SBZ, 39.3970, 45.5530,  0.0010,-103.1190,128.0110,  0.0010,164.3790,1.0,1.0,"[0.0, 0.0]",8,  1.3321,316.0664, 24.9795,nan
SHB, 38.2830, 45.6190,  0.0020,-98.9550,  4.2680,  0.0020, 99.0470,1.0,1.0,"[0.0, 0.0]",8,  0.9002,260.1194, 16.8195,nan
SRB, 37.8250, 47.6630,  0.0020, 80.3820,-46.7790,  0.0020, 93.0030,1.0,1.0,"[0.0, 0.0]",8,  0.9519,130.1574, 17.6507,nan
TABZ, 38.0570, 46.3270,  0.0010,-37.1240,-21.3380,  0.0010, 42.8200,1.0,1.0,"[0.0, 0.0]",8,  0.5072,220.6254,  9.4900,nan
TBZ, 38.2350, 46.1500,  0.0020,-52.5310, -1.4950,  0.0020, 52.5520,1.0,1.0,"[0.0, 0.0]",8,  0.5123,246.2507,  9.6326,nan
VANB, 38.5950, 43.3890,  0.0010,-292.7930, 43.6350,  0.0010,295.9740,1.0,1.0,"[0.0, 0.0]",8,  2.6388,274.3437, 44.8953,nan
ZNJK, 36.6700, 48.6850,  0.0020,173.0100,-173.5920,  0.0020,245.0550,1.0,1.0,"[0.0, 0.0]",8,  2.3492,138.3458, 40.9806,nan
ASTR, 38.5600, 48.7910,  0.0000,177.8930, 36.3800,  0.0000,181.5620,1.0,1.0,"[0.0, 0.0]",8,  1.6108, 85.2014,nan, 52.3605
BST, 37.7010, 46.8890,  0.0020, 12.2580,-60.9280,  0.0020, 62.1490,1.0,1.0,"[0.0, 0.0]",8,  0.7501,171.2334,nan, 24.3118
FTB, 38.0170, 46.3940,  0.0020,-31.2610,-25.8030,  0.0020, 40.5350,1.0,1.0,"[0.0, 0.0]",8,  0.5077,213.1297,nan, 16.6453
GLBA, 39.2420, 48.3930,  0.0000,141.8500,111.3980,  0.0000,180.3520,1.0,1.0,"[0.0, 0.0]",8,  1.5153, 57.6886,nan, 49.5724
GNI, 40.1500, 44.7410,  0.0020,-171.1920,212.7970,  0.0020,273.0690,1.0,1.0,"[0.0, 0.0]",8,  2.3088,318.2599,nan, 70.6891
GRMI, 38.8080, 47.8940,  0.0010, 99.3700, 62.5600,  0.0010,117.4230,1.0,1.0,"[0.0, 0.0]",8,  0.9717, 67.5965,nan, 32.0801
HRS, 38.3180, 47.0420,  0.0020, 25.5360,  7.5880,  0.0020, 26.6400,1.0,1.0,"[0.0, 0.0]",8,  0.2649,118.0403,nan,  9.0444
HSH, 37.3050, 47.2640,  0.0020, 45.5720,-104.7650,  0.0020,114.2470,1.0,1.0,"[0.0, 0.0]",8,  1.2091,159.9648,nan, 39.1706
LKRN, 38.7100, 48.7790,  0.0000,176.4800, 53.0070,  0.0000,184.2560,1.0,1.0,"[0.0, 0.0]",8,  1.6176, 79.8735,nan, 52.6461
MAKU, 39.3550, 44.6830,  0.0020,-178.1460,124.6630,  0.0020,217.4120,1.0,1.0,"[0.0, 0.0]",8,  1.8501,300.1544,nan, 59.5695
SHB, 38.2830, 45.6190,  0.0020,-98.9550,  4.2680,  0.0020, 99.0470,1.0,1.0,"[0.0, 0.0]",8,  0.9002,260.1194,nan, 29.4342
SRB, 37.8250, 47.6630,  0.0020, 80.3820,-46.7790,  0.0020, 93.0030,1.0,1.0,"[0.0, 0.0]",8,  0.9519,130.1574,nan, 30.8887
TBZ, 38.2350, 46.1500,  0.0020,-52.5310, -1.4950,  0.0020, 52.5520,1.0,1.0,"[0.0, 0.0]",8,  0.5123,246.2507,nan, 16.8571
VANB, 38.5950, 43.3890,  0.0010,-292.7930, 43.6350,  0.0010,295.9740,1.0,1.0,"[0.0, 0.0]",8,  2.6388,274.3437,nan, 78.1859
ASTR, 38.5600, 48.7910,  0.0000,177.8930, 36.3800,  0.0000,181.5620,1.0,1.0,"[0.0, 0.0]",9,  1.5744, 84.6458, 28.8510,nan
BRDA, 40.2630, 47.1790,  0.0000, 36.5040,223.5930,  0.0000,226.5300,1.0,1.0,"[0.0, 0.0]",9,  1.8561,  9.1641, 32.8942,nan
GANJ, 40.6460, 46.3220,  0.0010,-36.2180,266.1380,  0.0010,268.5520,1.0,1.0,"[0.0, 0.0]",9,  2.2444,350.8038, 38.2487,nan
GLBA, 39.2420, 48.3930,  0.0000,141.8500,111.3980,  0.0000,180.3520,1.0,1.0,"[0.0, 0.0]",9,  1.4906, 56.5219, 27.3256,nan
GNI, 40.1500, 44.7410,  0.0020,-171.1920,212.7970,  0.0020,273.0690,1.0,1.0,"[0.0, 0.0]",9,  2.3437,317.8131, 39.5873,nan
GRMI, 38.8080, 47.8940,  0.0010, 99.3700, 62.5600,  0.0010,117.4230,1.0,1.0,"[0.0, 0.0]",9,  0.9421, 66.0220, 18.0602,nan
HRS, 38.3180, 47.0420,  0.0020, 25.5360,  7.5880,  0.0020, 26.6400,1.0,1.0,"[0.0, 0.0]",9,  0.2256,119.6652,  5.6166,nan
LKRN, 38.7100, 48.7790,  0.0000,176.4800, 53.0070,  0.0000,184.2560,1.0,1.0,"[0.0, 0.0]",9,  1.5829, 79.2009, 29.0310,nan
LRK, 38.6430, 48.3400,  0.0020,138.4260, 44.8190,  0.0020,145.5010,1.0,1.0,"[0.0, 0.0]",9,  1.2326, 79.5758, 23.0627,nan
MAKU, 39.3550, 44.6830,  0.0020,-178.1460,124.6630,  0.0020,217.4120,1.0,1.0,"[0.0, 0.0]",9,  1.8893,299.9499, 33.4180,nan
MRD, 38.7130, 45.7020,  0.0020,-91.1510, 51.9150,  0.0020,104.8980,1.0,1.0,"[0.0, 0.0]",9,  0.9013,288.6241, 16.9393,nan
ORD, 38.9280, 45.9940,  0.0010,-65.5580, 75.5340,  0.0010,100.0140,1.0,1.0,"[0.0, 0.0]",9,  0.7996,308.7386, 15.0915,nan
SAAT, 39.8610, 48.4230,  0.0000,143.1790,180.1770,  0.0000,230.1140,1.0,1.0,"[0.0, 0.0]",9,  1.9114, 41.0603, 33.9354,nan
SBZ, 39.3970, 45.5530,  0.0010,-103.1190,128.0110,  0.0010,164.3790,1.0,1.0,"[0.0, 0.0]",9,  1.3678,315.3355, 24.7838,nan
SHB, 38.2830, 45.6190,  0.0020,-98.9550,  4.2680,  0.0020, 99.0470,1.0,1.0,"[0.0, 0.0]",9,  0.9353,261.3292, 17.5276,nan
SRB, 37.8250, 47.6630,  0.0020, 80.3820,-46.7790,  0.0020, 93.0030,1.0,1.0,"[0.0, 0.0]",9,  0.9148,131.0897, 17.6477,nan
TBZ, 38.2350, 46.1500,  0.0020,-52.5310, -1.4950,  0.0020, 52.5520,1.0,1.0,"[0.0, 0.0]",9,  0.5423,249.1423, 10.6644,nan
VANB, 38.5950, 43.3890,  0.0010,-292.7930, 43.6350,  0.0010,295.9740,1.0,1.0,"[0.0, 0.0]",9,  2.6774,274.5892, 44.2229,nan
ZNJK, 36.6700, 48.6850,  0.0020,173.0100,-173.5920,  0.0020,245.0550,1.0,1.0,"[0.0, 0.0]",9,  2.3145,138.8597, 39.7758,nan
ZRD, 40.2790, 47.6840,  0.0000, 79.4570,225.6940,  0.0000,239.2440,1.0,1.0,"[0.0, 0.0]",9,  1.9728, 20.2300, 34.5541,nan
AZR, 37.6780, 45.9840,  0.0020,-67.5740,-63.2120,  0.0020, 92.5310,1.0,1.0,"[0.0, 0.0]",9,  0.9865,220.6363,nan, 32.6442
BRDA, 40.2630, 47.1790,  0.0000, 36.5040,223.5930,  0.0000,226.5300,1.0,1.0,"[0.0, 0.0]",9,  1.8561,  9.1641,nan, 57.3783
BST, 37.7010, 46.8890,  0.0020, 12.2580,-60.9280,  0.0020, 62.1490,1.0,1.0,"[0.0, 0.0]",9,  0.7323,174.0266,nan, 25.2818
GLBA, 39.2420, 48.3930,  0.0000,141.8500,111.3980,  0.0000,180.3520,1.0,1.0,"[0.0, 0.0]",9,  1.4906, 56.5219,nan, 47.8197
GRMI, 38.8080, 47.8940,  0.0010, 99.3700, 62.5600,  0.0010,117.4230,1.0,1.0,"[0.0, 0.0]",9,  0.9421, 66.0220,nan, 31.6053
MAKU, 39.3550, 44.6830,  0.0020,-178.1460,124.6630,  0.0020,217.4120,1.0,1.0,"[0.0, 0.0]",9,  1.8893,299.9499,nan, 58.2830
MRD, 38.7130, 45.7020,  0.0020,-91.1510, 51.9150,  0.0020,104.8980,1.0,1.0,"[0.0, 0.0]",9,  0.9013,288.6241,nan, 29.6438
ORD, 38.9280, 45.9940,  0.0010,-65.5580, 75.5340,  0.0010,100.0140,1.0,1.0,"[0.0, 0.0]",9,  0.7996,308.7386,nan, 26.4102
SAAT, 39.8610, 48.4230,  0.0000,143.1790,180.1770,  0.0000,230.1140,1.0,1.0,"[0.0, 0.0]",9,  1.9114, 41.0603,nan, 59.1804
SBZ, 39.3970, 45.5530,  0.0010,-103.1190,128.0110,  0.0010,164.3790,1.0,1.0,"[0.0, 0.0]",9,  1.3678,315.3355,nan, 43.3716
TBZ, 38.2350, 46.1500,  0.0020,-52.5310, -1.4950,  0.0020, 52.5520,1.0,1.0,"[0.0, 0.0]",9,  0.5423,249.1423,nan, 18.6627
VANB, 38.5950, 43.3890,  0.0010,-292.7930, 43.6350,  0.0010,295.9740,1.0,1.0,"[0.0, 0.0]",9,  2.6774,274.5892,nan, 76.9682
ZNJK, 36.6700, 48.6850,  0.0020,173.0100,-173.5920,  0.0020,245.0550,1.0,1.0,"[0.0, 0.0]",9,  2.3145,138.8597,nan, 69.2905
ZRD, 40.2790, 47.6840,  0.0000, 79.4570,225.6940,  0.0000,239.2440,1.0,1.0,"[0.0, 0.0]",9,  1.9728, 20.2300,nan, 60.2552
ASTR, 38.5600, 48.7910,  0.0000,177.8930, 36.3800,  0.0000,181.5620,1.0,1.0,"[0.0, 0.0]",10,  1.5871, 84.0279, 28.6588,nan
